run_number,total_runs,pop_size,gens,select,crossover,mutate,xo_prob,mut_prob,tourn_size,best_fitness_lst
9,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.6034500002861023, 0.9214166402816772, 0.9214166402816772, 0.9283000230789185, 0.9283000230789185, 0.9283000230789185, 0.9367333054542542, 0.9452499747276306, 0.9896666407585144, 0.9896666407585144, 0.9966833591461182, 0.9966833591461182, 0.9973000288009644, 0.9985833168029785, 0.9991666674613953, 0.9991666674613953, 0.9996333122253418, 0.9998166561126709, 0.9999833106994629, 0.9999833106994629]"
10,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.5314666628837585, 0.6223166584968567, 0.8972499966621399, 0.8972499966621399, 0.8972499966621399, 0.9649166464805603, 0.9691833257675171, 0.9855333566665649, 0.9948833584785461, 0.9980999827384949, 0.9989666938781738, 0.9989666938781738, 0.9998000264167786, 0.9999666810035706, 0.9999666810035706, 0.9999666810035706, 1.0, 1.0, 1.0, 1.0]"
1,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.33656665682792664, 0.6930000185966492, 0.6930000185966492, 0.8051000237464905, 0.8051000237464905, 0.9940500259399414, 0.9940500259399414, 0.9959333539009094, 0.9959333539009094, 0.9959333539009094, 0.9984999895095825, 0.9984999895095825, 0.9988166689872742, 0.9990333318710327, 0.9993833303451538, 0.9998666644096375, 0.999916672706604, 0.9999833106994629, 1.0, 1.0]"
2,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.4960166811943054, 0.8821666836738586, 0.8821666836738586, 0.8992000222206116, 0.9520999789237976, 0.968999981880188, 0.968999981880188, 0.9927499890327454, 0.9941666722297668, 0.9975666403770447, 0.9992333054542542, 0.9995666742324829, 0.9998999834060669, 0.999916672706604, 0.999916672706604, 0.9999666810035706, 0.9999666810035706, 0.9999833106994629, 1.0, 1.0]"
3,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.6656000018119812, 0.8950499892234802, 0.9163833260536194, 0.9163833260536194, 0.9505000114440918, 0.9505000114440918, 0.9814500212669373, 0.9934999942779541, 0.9934999942779541, 0.9934999942779541, 0.9973333477973938, 0.9978833198547363, 0.9996500015258789, 0.9998166561126709, 0.9998999834060669, 1.0, 1.0, 1.0, 1.0, 1.0]"
4,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.8845833539962769, 0.900433361530304, 0.9936833381652832, 0.9936833381652832, 0.9936833381652832, 0.9936833381652832, 0.9964666962623596, 0.9980499744415283, 0.9998999834060669, 0.9999499917030334, 0.9999499917030334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.8706166744232178, 0.8706166744232178, 0.975933313369751, 0.975933313369751, 0.975933313369751, 0.9820333123207092, 0.9923999905586243, 0.9967666864395142, 0.999666690826416, 0.999666690826416, 0.9998666644096375, 0.9999333620071411, 0.9999666810035706, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
6,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.5059333443641663, 0.6771500110626221, 0.6771500110626221, 0.8030499815940857, 0.8377833366394043, 0.9006833434104919, 0.9597499966621399, 0.9621333479881287, 0.9857000112533569, 0.9924333095550537, 0.9934333562850952, 0.9984333515167236, 0.9984333515167236, 0.9994000196456909, 0.9994000196456909, 0.9995499849319458, 0.9995499849319458, 0.9999499917030334, 0.9999499917030334, 0.9999499917030334]"
7,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.7575500011444092, 0.9136499762535095, 0.9136499762535095, 0.9478833079338074, 0.9478833079338074, 0.9740333557128906, 0.9807000160217285, 0.9927999973297119, 0.9985833168029785, 0.9985833168029785, 0.9985833168029785, 0.9994999766349792, 0.9998999834060669, 0.9999333620071411, 0.9999333620071411, 1.0, 1.0, 1.0, 1.0, 1.0]"
8,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.8088333606719971, 0.8915833234786987, 0.8915833234786987, 0.8915833234786987, 0.9203000068664551, 0.9558166861534119, 0.9923666715621948, 0.9958000183105469, 0.9976000189781189, 0.9984833598136902, 0.9987166523933411, 0.9990166425704956, 0.999666690826416, 0.999916672706604, 0.999916672706604, 0.999916672706604, 0.9999833106994629, 0.9999833106994629, 0.9999833106994629, 0.9999833106994629]"
9,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.715233325958252, 0.8205166459083557, 0.8603000044822693, 0.8627333045005798, 0.9854833483695984, 0.9854833483695984, 0.9980666637420654, 0.9994500279426575, 0.9996833205223083, 0.9998499751091003, 0.9998833537101746, 0.9999666810035706, 0.9999833106994629, 0.9999833106994629, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
10,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.1,2,"[0.7472166419029236, 0.7472166419029236, 0.937166690826416, 0.937166690826416, 0.9732166528701782, 0.9931166768074036, 0.9931166768074036, 0.9978166818618774, 0.9997166395187378, 0.9998666644096375, 0.9998666644096375, 0.9999833106994629, 0.9999833106994629, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
